Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Non-Travel,Travel_Frequently,Travel_Rarely,Departmnet_Human Resources,Departmnet_Research & Development,Departmnet_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,DistanceFromHome_normalized,DailyRate_normalized,HourlyRate_normalized,MonthlyRate_normalized,YearsAtCompany_normalized,YearsInCurrentRole_normalized,YearsSinceLastPromotion_normalized,YearsWithCurrManager_normalized,TotalWorkingYears_normalized,PercentSalaryHike_normalized,MonthlyIncome_normalized
40,0,1300,24,2,1,1,62,3,2,4,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,24,1.2333887754132586,-0.19147025379064658,1.4242273087607367,3.0,2.8284271247461903,2.0,2.6457513110645907,3.0,4.123105625617661,57.61076288333631
45,0,252,1,3,3,1,70,4,5,4,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.3647103621367513,0.20218187638033347,0.232861798085833,4.898979485566356,0.0,1.0,2.6457513110645907,5.0,3.3166247903554,138.5712812959453
31,0,1327,3,4,2,1,73,3,3,3,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1.3003245356363982,0.349801425194451,-0.11104187121008409,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,3.0,3.4641016151377544,116.940155635265
33,0,832,5,4,3,0,63,2,1,4,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0.07316893154550606,-0.14226373751927407,0.06505592103666054,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,3.605551275463989,53.95368384086484
34,0,470,2,4,4,1,84,2,2,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,-0.8242660758906616,0.8910731041795485,1.317416197741163,3.3166247903554,3.0,2.23606797749979,3.0,3.605551275463989,3.605551275463989,77.18160402582988
37,0,1017,1,2,3,0,83,2,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.5318028441855365,0.841866587908176,0.6161169293363299,1.7320508075688772,1.0,0.0,1.4142135623730951,4.123105625617661,3.7416573867739413,62.609903369994115
45,0,1199,7,4,1,1,77,4,2,3,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0.982999450134107,0.5466274902799411,-1.2922884345252386,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,3.0,4.123105625617661,80.2122185206219
37,1,504,10,3,1,1,61,3,3,3,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,-0.7399766000541155,-0.2406767700620191,1.160853595536156,1.0,0.0,0.0,0.0,4.123105625617661,3.3166247903554,100.23971268913334
39,0,505,2,4,3,0,64,3,3,3,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.7374974978236288,-0.09305722124790157,-1.1093041364364427,4.358898943540674,2.449489742783178,3.3166247903554,2.8284271247461903,4.47213595499958,5.0,104.58489374665922
29,0,665,15,3,3,1,60,3,1,4,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,-0.3408411409457646,-0.2898832863333916,1.1749076890913632,2.449489742783178,2.23606797749979,1.0,2.23606797749979,2.449489742783178,4.358898943540674,48.373546489791295
42,0,916,17,2,4,0,82,4,2,1,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0.2814135189063847,0.7926600716368035,1.2231132299857235,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,3.1622776601683795,3.605551275463989,80.90117428072351
29,0,1247,20,2,4,1,45,3,2,4,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,1.1019963571974662,-1.0279810304039791,-0.5032916223359135,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,3.1622776601683795,3.7416573867739413,83.25262758616091
25,0,685,1,3,1,0,62,3,2,3,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.29125909633603164,-0.19147025379064658,-0.9568172213624458,2.0,1.4142135623730951,1.0,1.4142135623730951,2.23606797749979,3.4641016151377544,69.98571282769076
42,0,269,2,3,4,0,56,2,1,1,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,-1.3225656242184785,-0.4867093514188816,-0.8862656717153062,3.0,2.449489742783178,2.6457513110645907,2.8284271247461903,3.1622776601683795,3.3166247903554,50.92150822589606
40,0,1416,2,2,1,1,49,3,5,3,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1.5209646341497103,-0.8311549653184892,-1.1754989170814678,4.58257569495584,2.6457513110645907,1.7320508075688772,3.0,4.69041575982343,4.358898943540674,139.41305534274758
51,0,833,1,3,3,1,96,3,1,4,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0756480337759927,1.4815512994360187,1.2533295311294186,1.0,0.0,0.0,0.0,1.0,3.3166247903554,52.182372502598994
31,1,307,29,2,3,1,71,2,1,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,-1.2283597394599857,0.251388392651706,-0.37399396162800846,2.23606797749979,2.0,1.0,2.0,2.449489742783178,3.3166247903554,58.98304841223451
32,0,1311,7,3,2,1,100,4,1,2,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,1.260658899948612,1.6783773645215088,1.651200919677331,2.23606797749979,1.0,0.0,1.7320508075688772,2.23606797749979,4.47213595499958,52.85830114561004
38,0,1327,2,2,4,1,39,2,2,4,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1.3003245356363982,-1.3232201280322142,0.7545497508551195,2.8284271247461903,2.6457513110645907,2.6457513110645907,2.23606797749979,3.605551275463989,4.242640687119285,72.44998274671983
32,0,128,2,1,4,1,84,2,2,1,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,-1.672119038717096,0.8910731041795485,0.7622795023104835,2.449489742783178,1.4142135623730951,0.0,2.0,3.0,3.605551275463989,46.647615158762406
46,0,488,2,3,3,0,75,1,4,2,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,-0.7796422357419018,0.448214457737196,0.09330464908262676,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907,5.291502622129181,3.4641016151377544,129.89226304903613
28,1,529,2,4,1,1,79,3,1,3,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-0.6779990442919491,0.645040522822686,0.08740192978943978,0.0,0.0,0.0,0.0,2.23606797749979,3.3166247903554,59.033888572581766
29,0,1210,2,3,1,1,78,2,2,2,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1.01026957466946,0.5958340065513135,-1.493402513300252,0.0,0.0,0.0,0.0,3.1622776601683795,4.358898943540674,81.51073548925933
31,0,1463,23,3,2,1,64,2,2,4,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23,1.6374824389825828,-0.09305722124790157,0.013336856753498508,3.0,0.0,2.6457513110645907,2.8284271247461903,3.1622776601683795,4.58257569495584,74.7127833774114
25,0,675,5,2,2,1,85,4,2,1,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,-0.3160501186408981,0.9402796204509211,0.5721276165085317,2.449489742783178,1.7320508075688772,1.0,2.23606797749979,2.449489742783178,3.4641016151377544,63.245553203367585
45,0,1385,20,2,3,1,79,3,4,4,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20,1.444112465004624,0.645040522822686,-0.957379385104654,4.47213595499958,2.6457513110645907,2.0,3.1622776601683795,4.58257569495584,3.7416573867739413,116.17228585166085
36,0,1403,6,3,4,1,47,3,1,4,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1.4887363051533837,-0.9295679978612341,0.8345175431842479,3.872983346207417,3.605551275463989,3.1622776601683795,3.3166247903554,4.0,3.3166247903554,56.65686189686118
55,0,452,1,3,4,1,81,3,5,1,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.8688899160394212,0.743453555365431,0.649987294804379,6.0,3.1622776601683795,2.0,3.605551275463989,6.082762530298219,3.7416573867739413,138.00362314084367
47,1,666,29,4,1,1,88,3,3,2,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29,-0.338362038715278,1.0878991692650386,-0.5685026164320743,3.1622776601683795,2.6457513110645907,3.0,3.0,3.1622776601683795,3.4641016151377544,108.85311203635843
28,0,1158,9,3,4,1,94,3,1,4,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0.8813562586841542,1.3831382668932737,-1.6443434780831758,2.23606797749979,1.4142135623730951,0.0,2.0,2.23606797749979,4.795831523312719,45.4972526643093
37,0,228,6,4,3,1,98,3,2,4,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,-1.4242088156684312,1.5799643319787637,1.196269911295278,2.23606797749979,2.0,0.0,1.0,2.6457513110645907,3.7416573867739413,80.63498000247783
21,0,996,3,2,4,1,100,2,1,3,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.4797416973453168,1.6783773645215088,-0.5315403503818797,1.7320508075688772,1.4142135623730951,1.0,0.0,1.7320508075688772,4.123105625617661,56.83308895353129
37,0,728,1,4,1,0,80,3,3,4,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.18465770042510563,0.6942470390940585,-0.3704804382392067,2.23606797749979,1.4142135623730951,0.0,1.4142135623730951,3.872983346207417,4.242640687119285,116.63189958154673
35,0,1315,22,3,2,0,71,4,3,2,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,1.2705753088705585,0.251388392651706,0.6727549263638144,2.6457513110645907,2.6457513110645907,2.449489742783178,1.4142135623730951,3.1622776601683795,4.242640687119285,109.52625256074454
38,0,322,7,2,1,0,44,4,2,1,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,-1.1911732060026858,-1.0771875466753518,0.6855441514990529,2.8284271247461903,0.0,2.6457513110645907,2.6457513110645907,2.8284271247461903,4.898979485566356,74.86654793697917
26,0,1479,1,3,3,0,84,3,2,2,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.677148074670369,0.8910731041795485,1.7502822792415407,2.449489742783178,2.23606797749979,1.0,2.0,2.449489742783178,4.47213595499958,79.98124780221924
50,0,797,4,1,1,1,96,3,5,2,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,-0.013599646521526723,1.4815512994360187,0.21107795307526203,3.1622776601683795,2.0,1.0,2.449489742783178,5.291502622129181,3.7416573867739413,138.36184445142382
53,0,1070,3,4,3,1,45,3,4,3,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0.663195262401329,-1.0279810304039791,0.942031358881582,2.23606797749979,1.7320508075688772,1.0,1.7320508075688772,4.58257569495584,4.0,132.6046756340062
42,0,635,1,1,2,1,99,3,2,3,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.41521420786036417,1.6291708482501361,1.4361732882826628,4.47213595499958,4.0,3.3166247903554,2.449489742783178,4.47213595499958,5.0,70.04998215560087
29,0,442,2,2,2,1,44,3,2,4,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,-0.8936809383442877,-1.0771875466753518,0.8357824116042165,3.1622776601683795,2.6457513110645907,0.0,3.0,3.1622776601683795,4.242640687119285,67.48333127521195
55,0,147,20,2,2,1,37,3,2,4,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,20,-1.6250160963378497,-1.4216331605749593,0.23314287995693714,3.1622776601683795,2.6457513110645907,0.0,2.8284271247461903,3.4641016151377544,4.358898943540674,73.58668357794092
26,0,496,11,2,1,1,60,3,2,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,-0.7598094178980086,-0.2898832863333916,1.1817941949334145,2.23606797749979,1.7320508075688772,1.7320508075688772,1.7320508075688772,2.23606797749979,3.605551275463989,68.85491994040804
37,0,1372,1,3,4,0,42,3,1,4,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.4118841360082974,-1.1756005792180968,0.22035365482169872,4.123105625617661,3.4641016151377544,2.23606797749979,2.6457513110645907,4.123105625617661,3.4641016151377544,45.98912915026767
44,1,920,24,3,4,1,43,3,1,3,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24,0.29132992782833134,-1.1263940629467242,0.7879984935165124,1.0,0.0,0.0,0.0,4.358898943540674,4.69041575982343,56.22277118748239
38,0,688,23,4,4,1,82,3,2,4,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23,-0.28382178964457166,0.7926600716368035,0.6445061983178482,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,3.1622776601683795,3.7416573867739413,75.79577824654879
26,1,1449,16,4,1,1,45,3,1,2,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,1.6027750077557696,-1.0279810304039791,-0.018706476552373622,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951,2.23606797749979,3.605551275463989,48.7134478352744
28,0,1117,8,2,4,0,66,3,1,4,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0.7797130672342015,0.005355811294843447,-1.3808292239230433,2.23606797749979,1.7320508075688772,0.0,1.4142135623730951,2.23606797749979,4.58257569495584,57.532599454570104
49,0,636,10,4,3,0,35,3,5,1,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,-0.41273510562987753,-1.5200461931177043,1.5854277618389618,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,4.69041575982343,3.3166247903554,136.61991070118586
36,0,506,3,3,3,1,30,3,2,2,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,-0.7350183955931421,-1.7660787744745667,1.6825415483054427,2.8284271247461903,0.0,2.6457513110645907,2.6457513110645907,3.1622776601683795,3.4641016151377544,66.97014260101288
31,0,444,5,3,4,0,84,3,1,2,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,-0.8887227338833145,0.8910731041795485,-1.4622024256076922,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,3.3166247903554,52.81098370604357
26,1,950,4,4,4,1,48,2,2,4,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.3657029947429309,-0.8803614815898617,-0.824006037265739,2.8284271247461903,2.6457513110645907,2.6457513110645907,2.0,2.8284271247461903,3.4641016151377544,76.34133873596926
37,0,889,9,3,2,1,53,3,1,4,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0.21447775868324515,-0.6343289002329991,-0.4078643270960575,2.0,1.4142135623730951,1.0,1.4142135623730951,2.0,3.4641016151377544,48.228622207149975
42,0,555,26,3,3,0,77,3,4,2,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26,-0.6135423862992962,0.5466274902799411,0.07742352336524276,4.47213595499958,2.0,2.0,2.8284271247461903,4.795831523312719,3.7416573867739413,116.29703349613007
18,1,230,3,3,3,1,54,3,1,3,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,-1.4192506112074579,-0.5851223839616266,1.5346924841046643,0.0,0.0,0.0,0.0,0.0,3.605551275463989,37.68288736283355
35,0,1232,16,3,3,1,96,3,3,2,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,1.0648098237401664,1.4815512994360187,-1.2948181713651759,3.3166247903554,3.0,2.449489742783178,3.0,3.4641016151377544,3.872983346207417,89.55445270895244
36,0,566,18,4,3,1,81,4,1,4,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,-0.5862722617639431,0.743453555365431,-1.010644399678889,1.0,0.0,0.0,0.0,2.0,4.242640687119285,60.728905802755904
51,0,1302,2,3,4,1,84,1,2,2,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1.238346979874232,0.8910731041795485,0.28219166646460986,2.0,1.0,1.0,1.4142135623730951,3.605551275463989,4.242640687119285,74.04052944165107
41,0,334,2,4,4,1,88,3,4,2,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,-1.1614239792368461,1.0878991692650386,0.22246176885497976,4.69041575982343,3.1622776601683795,0.0,2.0,4.69041575982343,4.358898943540674,126.5503852226456
18,0,812,10,3,4,0,69,2,1,3,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0.02358688693577304,0.15297536010896096,-0.6449568853724008,0.0,0.0,0.0,0.0,0.0,3.4641016151377544,34.64101615137755
28,0,1476,16,2,2,1,68,4,2,1,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,1.6697107679789092,0.10376884383758846,-1.3336074695775475,2.8284271247461903,1.7320508075688772,0.0,2.6457513110645907,3.0,4.358898943540674,75.23961722390672
31,0,218,7,3,2,1,100,4,2,4,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,-1.4489998379732976,1.6783773645215088,-0.29121535058783876,2.8284271247461903,2.6457513110645907,2.6457513110645907,2.6457513110645907,3.1622776601683795,3.3166247903554,83.24061508662703
39,0,1132,1,3,3,1,48,4,3,4,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.8168996006915014,-0.8803614815898617,-0.4737780258699787,4.242640687119285,3.1622776601683795,1.7320508075688772,2.6457513110645907,4.358898943540674,4.123105625617661,98.04590761474952
36,0,1105,24,4,2,0,47,3,2,2,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,0.7499638404683617,-0.9295679978612341,-1.0380498821115427,3.0,2.8284271247461903,0.0,2.8284271247461903,3.3166247903554,3.872983346207417,75.32595834106593
32,0,906,7,3,4,1,91,2,2,3,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0.2566224966015182,1.235518718079156,0.3755108476711848,3.605551275463989,2.8284271247461903,2.0,2.8284271247461903,3.605551275463989,3.7416573867739413,74.05403432629447
38,0,849,25,2,1,0,81,2,3,2,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,0.11531366946377912,0.743453555365431,1.7418498231084165,3.1622776601683795,2.8284271247461903,0.0,1.0,4.358898943540674,4.123105625617661,109.82258419833327
58,0,390,1,4,4,1,32,1,2,3,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1.0225942543295936,-1.6676657419318217,0.3854892540953818,2.23606797749979,1.7320508075688772,1.0,1.4142135623730951,3.4641016151377544,3.605551275463989,75.2329714952161
31,0,691,5,4,3,1,86,3,1,4,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,-0.2763844829531117,0.9894861367222936,-0.5953459351225199,2.23606797749979,1.4142135623730951,0.0,1.7320508075688772,2.449489742783178,3.4641016151377544,69.4334213473598
31,0,106,2,3,1,1,62,2,2,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,-1.7266592877878024,-0.19147025379064658,0.493143610728268,1.4142135623730951,1.4142135623730951,1.0,0.0,3.0,3.4641016151377544,80.06247560499239
45,0,1249,7,3,1,1,97,3,3,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,1.1069545616584395,1.5307578157073911,0.8425283765107159,4.898979485566356,3.0,3.0,3.3166247903554,4.898979485566356,4.242640687119285,72.18032973047436
31,0,192,2,4,3,1,32,3,1,4,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,-1.5134564959659504,-1.6676657419318217,-0.9228063149588447,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.7320508075688772,4.242640687119285,51.91338940966964
33,0,553,5,4,4,0,74,3,3,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,-0.6185005907602695,0.3990079414658235,1.272021475557844,3.1622776601683795,2.449489742783178,2.8284271247461903,2.8284271247461903,3.4641016151377544,3.3166247903554,108.98623766329398
39,0,117,10,1,3,1,99,3,4,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,-1.6993891632524494,1.6291708482501361,-1.258980232799398,4.58257569495584,3.0,3.3166247903554,3.1622776601683795,4.58257569495584,3.7416573867739413,130.64455595240085
